sheet,cell,old_formula_or_literal,new_formula_or_literal,old_cached_value,new_cached_value,change_kind
Report-9,E441,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3a5e90>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddc7c10>,,,formula_or_literal
Report-9,G441,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441)>0,COUNTIFS('Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441),""-"")",,-,,formula_or_literal+cached_value
Report-9,H441,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441),""-"")",,-,,formula_or_literal+cached_value
Report-9,I441,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441),""-"")",,-,,formula_or_literal+cached_value
Report-9,J441,"=IFERROR(H441*$F441/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K441,"=IFERROR(H441*$E441/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L441,"=IF(K441>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C441,'Report-7'!$A$5:$A636,$D441))",,0,,formula_or_literal+cached_value
Report-9,B442,=B441+1,,437,,formula_or_literal+cached_value
Report-9,C442,PSF-619,,PSF-619,,formula_or_literal+cached_value
Report-9,D442,PP,,PP,,formula_or_literal+cached_value
Report-9,E442,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a377210>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddc7c50>,,,formula_or_literal
Report-9,G442,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442)>0,COUNTIFS('Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442),""-"")",,-,,formula_or_literal+cached_value
Report-9,H442,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442),""-"")",,-,,formula_or_literal+cached_value
Report-9,I442,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442),""-"")",,-,,formula_or_literal+cached_value
Report-9,J442,"=IFERROR(H442*$F442/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K442,"=IFERROR(H442*$E442/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L442,"=IF(K442>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C442,'Report-7'!$A$5:$A636,$D442))",,0,,formula_or_literal+cached_value
Report-9,B443,=B442+1,,438,,formula_or_literal+cached_value
Report-9,C443,PSF-522,,PSF-522,,formula_or_literal+cached_value
Report-9,D443,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E443,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a720890>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dd9abd0>,,,formula_or_literal
Report-9,G443,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443)>0,COUNTIFS('Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443),""-"")",,-,,formula_or_literal+cached_value
Report-9,H443,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443),""-"")",,-,,formula_or_literal+cached_value
Report-9,I443,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443),""-"")",,-,,formula_or_literal+cached_value
Report-9,J443,"=IFERROR(H443*$F443/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K443,"=IFERROR(H443*$E443/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L443,"=IF(K443>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C443,'Report-7'!$A$5:$A636,$D443))",,0,,formula_or_literal+cached_value
Report-9,B444,=B443+1,,439,,formula_or_literal+cached_value
Report-9,C444,PSF-114,,PSF-114,,formula_or_literal+cached_value
Report-9,D444,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E444,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3da190>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2df2f010>,,,formula_or_literal
Report-9,G444,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444)>0,COUNTIFS('Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444),""-"")",,-,,formula_or_literal+cached_value
Report-9,H444,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444),""-"")",,-,,formula_or_literal+cached_value
Report-9,I444,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444),""-"")",,-,,formula_or_literal+cached_value
Report-9,J444,"=IFERROR(H444*$F444/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K444,"=IFERROR(H444*$E444/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L444,"=IF(K444>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C444,'Report-7'!$A$5:$A636,$D444))",,0,,formula_or_literal+cached_value
Report-9,B445,=B444+1,,440,,formula_or_literal+cached_value
Report-9,C445,PSF-299,,PSF-299,,formula_or_literal+cached_value
Report-9,D445,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E445,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a4d6910>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddccf50>,,,formula_or_literal
Report-9,G445,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445)>0,COUNTIFS('Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445),""-"")",,-,,formula_or_literal+cached_value
Report-9,H445,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445),""-"")",,-,,formula_or_literal+cached_value
Report-9,I445,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445),""-"")",,-,,formula_or_literal+cached_value
Report-9,J445,"=IFERROR(H445*$F445/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K445,"=IFERROR(H445*$E445/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L445,"=IF(K445>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C445,'Report-7'!$A$5:$A636,$D445))",,0,,formula_or_literal+cached_value
Report-9,B446,=B445+1,,441,,formula_or_literal+cached_value
Report-9,C446,PSF-13,,PSF-13,,formula_or_literal+cached_value
Report-9,D446,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E446,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a40e590>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddcffd0>,,,formula_or_literal
Report-9,G446,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446)>0,COUNTIFS('Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446),""-"")",,-,,formula_or_literal+cached_value
Report-9,H446,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446),""-"")",,-,,formula_or_literal+cached_value
Report-9,I446,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446),""-"")",,-,,formula_or_literal+cached_value
Report-9,J446,"=IFERROR(H446*$F446/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K446,"=IFERROR(H446*$E446/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L446,"=IF(K446>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C446,'Report-7'!$A$5:$A636,$D446))",,0,,formula_or_literal+cached_value
Report-9,B447,=B446+1,,442,,formula_or_literal+cached_value
Report-9,C447,PSF-124,,PSF-124,,formula_or_literal+cached_value
Report-9,D447,ABS,,ABS,,formula_or_literal+cached_value
Report-9,E447,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a40d210>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddcf290>,,,formula_or_literal
Report-9,G447,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447)>0,COUNTIFS('Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447),""-"")",,-,,formula_or_literal+cached_value
Report-9,H447,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447),""-"")",,-,,formula_or_literal+cached_value
Report-9,I447,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447),""-"")",,-,,formula_or_literal+cached_value
Report-9,J447,"=IFERROR(H447*$F447/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K447,"=IFERROR(H447*$E447/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L447,"=IF(K447>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C447,'Report-7'!$A$5:$A636,$D447))",,0,,formula_or_literal+cached_value
Report-9,B448,=B447+1,,443,,formula_or_literal+cached_value
Report-9,C448,PSF-344,,PSF-344,,formula_or_literal+cached_value
Report-9,D448,ABS,,ABS,,formula_or_literal+cached_value
Report-9,E448,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a4e3f50>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddcd190>,,,formula_or_literal
Report-9,G448,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448)>0,COUNTIFS('Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448),""-"")",,-,,formula_or_literal+cached_value
Report-9,H448,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448),""-"")",,-,,formula_or_literal+cached_value
Report-9,I448,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448),""-"")",,-,,formula_or_literal+cached_value
Report-9,J448,"=IFERROR(H448*$F448/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K448,"=IFERROR(H448*$E448/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L448,"=IF(K448>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C448,'Report-7'!$A$5:$A636,$D448))",,0,,formula_or_literal+cached_value
Report-9,B449,=B448+1,,444,,formula_or_literal+cached_value
Report-9,C449,PSF-181,,PSF-181,,formula_or_literal+cached_value
Report-9,D449,ABS,,ABS,,formula_or_literal+cached_value
Report-9,E449,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a38f5d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddcfbd0>,,,formula_or_literal
Report-9,G449,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449)>0,COUNTIFS('Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449),""-"")",,-,,formula_or_literal+cached_value
Report-9,H449,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449),""-"")",,-,,formula_or_literal+cached_value
Report-9,I449,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449),""-"")",,-,,formula_or_literal+cached_value
Report-9,J449,"=IFERROR(H449*$F449/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K449,"=IFERROR(H449*$E449/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L449,"=IF(K449>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C449,'Report-7'!$A$5:$A636,$D449))",,0,,formula_or_literal+cached_value
Report-9,B450,=B449+1,,445,,formula_or_literal+cached_value
Report-9,C450,PSF-643,,PSF-643,,formula_or_literal+cached_value
Report-9,D450,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E450,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a537ed0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddcff90>,60,,formula_or_literal+cached_value
Report-9,F450,142.0,,142.0,,formula_or_literal+cached_value
Report-9,G450,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450)>0,COUNTIFS('Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450),""-"")",,2,,formula_or_literal+cached_value
Report-9,H450,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450),""-"")",,716.9014085,,formula_or_literal+cached_value
Report-9,I450,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450),""-"")",,101.8,,formula_or_literal+cached_value
Report-9,J450,"=IFERROR(H450*$F450/1000,""-"")",,101.8,,formula_or_literal+cached_value
Report-9,K450,"=IFERROR(H450*$E450/3600,""-"")",,11.94835681,,formula_or_literal+cached_value
Report-9,L450,"=IF(K450>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C450,'Report-7'!$A$5:$A636,$D450))",,716.9014085,,formula_or_literal+cached_value
Report-9,B451,=B450+1,,446,,formula_or_literal+cached_value
Report-9,C451,PSF-622,,PSF-622,,formula_or_literal+cached_value
Report-9,D451,LDPE,,LDPE,,formula_or_literal+cached_value
Report-9,E451,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a5228d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddce550>,12,,formula_or_literal+cached_value
Report-9,F451,60.0,,60.0,,formula_or_literal+cached_value
Report-9,G451,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451)>0,COUNTIFS('Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451),""-"")",,1,,formula_or_literal+cached_value
Report-9,H451,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451),""-"")",,4032,,formula_or_literal+cached_value
Report-9,I451,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451),""-"")",,241.92,,formula_or_literal+cached_value
Report-9,J451,"=IFERROR(H451*$F451/1000,""-"")",,241.92,,formula_or_literal+cached_value
Report-9,K451,"=IFERROR(H451*$E451/3600,""-"")",,13.44,,formula_or_literal+cached_value
Report-9,L451,"=IF(K451>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C451,'Report-7'!$A$5:$A636,$D451))",,806.4,,formula_or_literal+cached_value
Report-9,B452,=B451+1,,447,,formula_or_literal+cached_value
Report-9,C452,PSF-118,,PSF-118,,formula_or_literal+cached_value
Report-9,D452,PP,,PP,,formula_or_literal+cached_value
Report-9,E452,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a522a90>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddce390>,100,,formula_or_literal+cached_value
Report-9,F452,1460.0,,1460.0,,formula_or_literal+cached_value
Report-9,G452,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452)>0,COUNTIFS('Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452),""-"")",,-,,formula_or_literal+cached_value
Report-9,H452,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452),""-"")",,-,,formula_or_literal+cached_value
Report-9,I452,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452),""-"")",,-,,formula_or_literal+cached_value
Report-9,J452,"=IFERROR(H452*$F452/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K452,"=IFERROR(H452*$E452/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L452,"=IF(K452>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C452,'Report-7'!$A$5:$A636,$D452))",,0,,formula_or_literal+cached_value
Report-9,B453,=B452+1,,448,,formula_or_literal+cached_value
Report-9,C453,PSF-227,,PSF-227,,formula_or_literal+cached_value
Report-9,D453,DALRINE,,DALRINE,,formula_or_literal+cached_value
Report-9,E453,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a24a9d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de38f90>,11.25,,formula_or_literal+cached_value
Report-9,F453,3.5,,3.5,,formula_or_literal+cached_value
Report-9,G453,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453)>0,COUNTIFS('Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453),""-"")",,-,,formula_or_literal+cached_value
Report-9,H453,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453),""-"")",,-,,formula_or_literal+cached_value
Report-9,I453,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453),""-"")",,-,,formula_or_literal+cached_value
Report-9,J453,"=IFERROR(H453*$F453/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K453,"=IFERROR(H453*$E453/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L453,"=IF(K453>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C453,'Report-7'!$A$5:$A636,$D453))",,0,,formula_or_literal+cached_value
Report-9,B454,=B453+1,,449,,formula_or_literal+cached_value
Report-9,C454,PSF-57,,PSF-57,,formula_or_literal+cached_value
Report-9,D454,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E454,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a365110>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de3a7d0>,,,formula_or_literal
Report-9,G454,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454)>0,COUNTIFS('Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454),""-"")",,-,,formula_or_literal+cached_value
Report-9,H454,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454),""-"")",,-,,formula_or_literal+cached_value
Report-9,I454,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454),""-"")",,-,,formula_or_literal+cached_value
Report-9,J454,"=IFERROR(H454*$F454/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K454,"=IFERROR(H454*$E454/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L454,"=IF(K454>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C454,'Report-7'!$A$5:$A636,$D454))",,0,,formula_or_literal+cached_value
Report-9,B455,=B454+1,,450,,formula_or_literal+cached_value
Report-9,C455,PSF-614,,PSF-614,,formula_or_literal+cached_value
Report-9,D455,PP,,PP,,formula_or_literal+cached_value
Report-9,E455,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3b6e90>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de38210>,,,formula_or_literal
Report-9,G455,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455)>0,COUNTIFS('Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455),""-"")",,-,,formula_or_literal+cached_value
Report-9,H455,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455),""-"")",,-,,formula_or_literal+cached_value
Report-9,I455,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455),""-"")",,-,,formula_or_literal+cached_value
Report-9,J455,"=IFERROR(H455*$F455/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K455,"=IFERROR(H455*$E455/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L455,"=IF(K455>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C455,'Report-7'!$A$5:$A636,$D455))",,0,,formula_or_literal+cached_value
Report-9,B456,=B455+1,,451,,formula_or_literal+cached_value
Report-9,C456,PSF-177,,PSF-177,,formula_or_literal+cached_value
Report-9,D456,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E456,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a40d0d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de39a50>,,,formula_or_literal
Report-9,G456,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456)>0,COUNTIFS('Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456),""-"")",,-,,formula_or_literal+cached_value
Report-9,H456,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456),""-"")",,-,,formula_or_literal+cached_value
Report-9,I456,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456),""-"")",,-,,formula_or_literal+cached_value
Report-9,J456,"=IFERROR(H456*$F456/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K456,"=IFERROR(H456*$E456/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L456,"=IF(K456>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C456,'Report-7'!$A$5:$A636,$D456))",,0,,formula_or_literal+cached_value
Report-9,B457,=B456+1,,452,,formula_or_literal+cached_value
Report-9,C457,PSF-211,,PSF-211,,formula_or_literal+cached_value
Report-9,D457,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E457,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a40ce10>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de3af90>,50,,formula_or_literal+cached_value
Report-9,F457,19.2,,19.2,,formula_or_literal+cached_value
Report-9,G457,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C457,'Report-7'!$A$5:$A636,$D457)>0,COUNTIFS('Report-7'!$D$5:$D636,$C457,'Report-7'!$A$5:$A636,$D457),""-"")",,-,,formula_or_literal+cached_value
