sheet,cell,old_formula_or_literal,new_formula_or_literal,old_cached_value,new_cached_value,change_kind
Report-9,G425,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425)>0,COUNTIFS('Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425),""-"")",,-,,formula_or_literal+cached_value
Report-9,H425,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425),""-"")",,-,,formula_or_literal+cached_value
Report-9,I425,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425),""-"")",,-,,formula_or_literal+cached_value
Report-9,J425,"=IFERROR(H425*$F425/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K425,"=IFERROR(H425*$E425/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L425,"=IF(K425>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C425,'Report-7'!$A$5:$A636,$D425))",,0,,formula_or_literal+cached_value
Report-9,B426,=B425+1,,421,,formula_or_literal+cached_value
Report-9,C426,PSF-616,,PSF-616,,formula_or_literal+cached_value
Report-9,D426,HD FRESH,,HD FRESH,,formula_or_literal+cached_value
Report-9,E426,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a523410>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de09790>,90,,formula_or_literal+cached_value
Report-9,F426,52.0,,52.0,,formula_or_literal+cached_value
Report-9,G426,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426)>0,COUNTIFS('Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426),""-"")",,3,,formula_or_literal+cached_value
Report-9,H426,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426),""-"")",,1450,,formula_or_literal+cached_value
Report-9,I426,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426),""-"")",,75.4,,formula_or_literal+cached_value
Report-9,J426,"=IFERROR(H426*$F426/1000,""-"")",,75.4,,formula_or_literal+cached_value
Report-9,K426,"=IFERROR(H426*$E426/3600,""-"")",,36.25,,formula_or_literal+cached_value
Report-9,L426,"=IF(K426>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C426,'Report-7'!$A$5:$A636,$D426))",,2175,,formula_or_literal+cached_value
Report-9,B427,=B426+1,,422,,formula_or_literal+cached_value
Report-9,C427,PSF-586,,PSF-586,,formula_or_literal+cached_value
Report-9,D427,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E427,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a431a50>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de0af50>,35,,formula_or_literal+cached_value
Report-9,F427,39.5,,39.5,,formula_or_literal+cached_value
Report-9,G427,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427)>0,COUNTIFS('Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427),""-"")",,3,,formula_or_literal+cached_value
Report-9,H427,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427),""-"")",,3098.734177,,formula_or_literal+cached_value
Report-9,I427,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427),""-"")",,122.4,,formula_or_literal+cached_value
Report-9,J427,"=IFERROR(H427*$F427/1000,""-"")",,122.4,,formula_or_literal+cached_value
Report-9,K427,"=IFERROR(H427*$E427/3600,""-"")",,30.12658228,,formula_or_literal+cached_value
Report-9,L427,"=IF(K427>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C427,'Report-7'!$A$5:$A636,$D427))",,1807.594937,,formula_or_literal+cached_value
Report-9,B428,=B427+1,,423,,formula_or_literal+cached_value
Report-9,C428,PSF-449,,PSF-449,,formula_or_literal+cached_value
Report-9,D428,PP,,PP,,formula_or_literal+cached_value
Report-9,E428,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a364ad0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de08e50>,,,formula_or_literal
Report-9,G428,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428)>0,COUNTIFS('Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428),""-"")",,-,,formula_or_literal+cached_value
Report-9,H428,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428),""-"")",,-,,formula_or_literal+cached_value
Report-9,I428,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428),""-"")",,-,,formula_or_literal+cached_value
Report-9,J428,"=IFERROR(H428*$F428/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K428,"=IFERROR(H428*$E428/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L428,"=IF(K428>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C428,'Report-7'!$A$5:$A636,$D428))",,0,,formula_or_literal+cached_value
Report-9,B429,=B428+1,,424,,formula_or_literal+cached_value
Report-9,C429,PSF-448,,PSF-448,,formula_or_literal+cached_value
Report-9,D429,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E429,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a38e310>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddd4050>,30,,formula_or_literal+cached_value
Report-9,F429,55.0,,55.0,,formula_or_literal+cached_value
Report-9,G429,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429)>0,COUNTIFS('Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429),""-"")",,-,,formula_or_literal+cached_value
Report-9,H429,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429),""-"")",,-,,formula_or_literal+cached_value
Report-9,I429,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429),""-"")",,-,,formula_or_literal+cached_value
Report-9,J429,"=IFERROR(H429*$F429/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K429,"=IFERROR(H429*$E429/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L429,"=IF(K429>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C429,'Report-7'!$A$5:$A636,$D429))",,0,,formula_or_literal+cached_value
Report-9,B430,=B429+1,,425,,formula_or_literal+cached_value
Report-9,C430,PSF-485,,PSF-485,,formula_or_literal+cached_value
Report-9,D430,PP,,PP,,formula_or_literal+cached_value
Report-9,E430,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3b5510>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dd82850>,45,,formula_or_literal+cached_value
Report-9,F430,112.0,,112.0,,formula_or_literal+cached_value
Report-9,G430,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430)>0,COUNTIFS('Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430),""-"")",,2,,formula_or_literal+cached_value
Report-9,H430,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430),""-"")",,629,,formula_or_literal+cached_value
Report-9,I430,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430),""-"")",,70.448,,formula_or_literal+cached_value
Report-9,J430,"=IFERROR(H430*$F430/1000,""-"")",,70.448,,formula_or_literal+cached_value
Report-9,K430,"=IFERROR(H430*$E430/3600,""-"")",,7.8625,,formula_or_literal+cached_value
Report-9,L430,"=IF(K430>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C430,'Report-7'!$A$5:$A636,$D430))",,471.75,,formula_or_literal+cached_value
Report-9,B431,=B430+1,,426,,formula_or_literal+cached_value
Report-9,C431,PSF-295,,PSF-295,,formula_or_literal+cached_value
Report-9,D431,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E431,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3b4150>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dd8f210>,,,formula_or_literal
Report-9,G431,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431)>0,COUNTIFS('Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431),""-"")",,-,,formula_or_literal+cached_value
Report-9,H431,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431),""-"")",,-,,formula_or_literal+cached_value
Report-9,I431,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431),""-"")",,-,,formula_or_literal+cached_value
Report-9,J431,"=IFERROR(H431*$F431/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K431,"=IFERROR(H431*$E431/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L431,"=IF(K431>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C431,'Report-7'!$A$5:$A636,$D431))",,0,,formula_or_literal+cached_value
Report-9,B432,=B431+1,,427,,formula_or_literal+cached_value
Report-9,C432,PSF-500,,PSF-500,,formula_or_literal+cached_value
Report-9,D432,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E432,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3ee650>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dd8d1d0>,,,formula_or_literal
Report-9,G432,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432)>0,COUNTIFS('Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432),""-"")",,-,,formula_or_literal+cached_value
Report-9,H432,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432),""-"")",,-,,formula_or_literal+cached_value
Report-9,I432,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432),""-"")",,-,,formula_or_literal+cached_value
Report-9,J432,"=IFERROR(H432*$F432/1000,""-"")",,-,,formula_or_literal+cached_value
Report-9,K432,"=IFERROR(H432*$E432/3600,""-"")",,-,,formula_or_literal+cached_value
Report-9,L432,"=IF(K432>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C432,'Report-7'!$A$5:$A636,$D432))",,0,,formula_or_literal+cached_value
Report-9,B433,=B432+1,,428,,formula_or_literal+cached_value
Report-9,C433,PSF-448,,PSF-448,,formula_or_literal+cached_value
Report-9,D433,PP,,PP,,formula_or_literal+cached_value
Report-9,E433,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3c2ad050>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dee2a90>,30,,formula_or_literal+cached_value
Report-9,F433,55.0,,55.0,,formula_or_literal+cached_value
Report-9,G433,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433)>0,COUNTIFS('Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433),""-"")",,1,,formula_or_literal+cached_value
Report-9,H433,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433),""-"")",,1038.181818,,formula_or_literal+cached_value
Report-9,I433,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433),""-"")",,57.1,,formula_or_literal+cached_value
Report-9,J433,"=IFERROR(H433*$F433/1000,""-"")",,57.1,,formula_or_literal+cached_value
Report-9,K433,"=IFERROR(H433*$E433/3600,""-"")",,8.651515152,,formula_or_literal+cached_value
Report-9,L433,"=IF(K433>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C433,'Report-7'!$A$5:$A636,$D433))",,519.0909091,,formula_or_literal+cached_value
Report-9,B434,=B433+1,,429,,formula_or_literal+cached_value
Report-9,C434,PSF-585,,PSF-585,,formula_or_literal+cached_value
Report-9,D434,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E434,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a6e2c90>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2df1ba90>,40,,formula_or_literal+cached_value
Report-9,F434,83.0,,83.0,,formula_or_literal+cached_value
Report-9,G434,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434)>0,COUNTIFS('Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434),""-"")",,4,,formula_or_literal+cached_value
Report-9,H434,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434),""-"")",,1701.204819,,formula_or_literal+cached_value
Report-9,I434,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434),""-"")",,141.2,,formula_or_literal+cached_value
Report-9,J434,"=IFERROR(H434*$F434/1000,""-"")",,141.2,,formula_or_literal+cached_value
Report-9,K434,"=IFERROR(H434*$E434/3600,""-"")",,18.90227577,,formula_or_literal+cached_value
Report-9,L434,"=IF(K434>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C434,'Report-7'!$A$5:$A636,$D434))",,1134.136546,,formula_or_literal+cached_value
Report-9,B435,=B434+1,,430,,formula_or_literal+cached_value
Report-9,C435,PSF-690,,PSF-690,,formula_or_literal+cached_value
Report-9,D435,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E435,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a374bd0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2defb2d0>,30,,formula_or_literal+cached_value
Report-9,F435,43.0,,43.0,,formula_or_literal+cached_value
Report-9,G435,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435)>0,COUNTIFS('Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435),""-"")",,2,,formula_or_literal+cached_value
Report-9,H435,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435),""-"")",,4793.023256,,formula_or_literal+cached_value
Report-9,I435,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435),""-"")",,206.1,,formula_or_literal+cached_value
Report-9,J435,"=IFERROR(H435*$F435/1000,""-"")",,206.1,,formula_or_literal+cached_value
Report-9,K435,"=IFERROR(H435*$E435/3600,""-"")",,39.94186047,,formula_or_literal+cached_value
Report-9,L435,"=IF(K435>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C435,'Report-7'!$A$5:$A636,$D435))",,2396.511628,,formula_or_literal+cached_value
Report-9,B436,=B435+1,,431,,formula_or_literal+cached_value
Report-9,C436,PSF-481,,PSF-481,,formula_or_literal+cached_value
Report-9,D436,PP,,PP,,formula_or_literal+cached_value
Report-9,E436,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a3a55d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dd48e10>,45,,formula_or_literal+cached_value
Report-9,F436,62.5,,62.5,,formula_or_literal+cached_value
Report-9,G436,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436)>0,COUNTIFS('Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436),""-"")",,1,,formula_or_literal+cached_value
Report-9,H436,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436),""-"")",,591,,formula_or_literal+cached_value
Report-9,I436,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436),""-"")",,36.9375,,formula_or_literal+cached_value
Report-9,J436,"=IFERROR(H436*$F436/1000,""-"")",,36.9375,,formula_or_literal+cached_value
Report-9,K436,"=IFERROR(H436*$E436/3600,""-"")",,7.3875,,formula_or_literal+cached_value
Report-9,L436,"=IF(K436>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C436,'Report-7'!$A$5:$A636,$D436))",,443.25,,formula_or_literal+cached_value
Report-9,B437,=B436+1,,432,,formula_or_literal+cached_value
Report-9,C437,PSF-668,,PSF-668,,formula_or_literal+cached_value
Report-9,D437,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E437,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a5002d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2de9edd0>,37.5,,formula_or_literal+cached_value
Report-9,F437,45.5,,45.5,,formula_or_literal+cached_value
Report-9,G437,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437)>0,COUNTIFS('Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437),""-"")",,2,,formula_or_literal+cached_value
Report-9,H437,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437),""-"")",,1329.67033,,formula_or_literal+cached_value
Report-9,I437,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437),""-"")",,60.5,,formula_or_literal+cached_value
Report-9,J437,"=IFERROR(H437*$F437/1000,""-"")",,60.5,,formula_or_literal+cached_value
Report-9,K437,"=IFERROR(H437*$E437/3600,""-"")",,13.8507326,,formula_or_literal+cached_value
Report-9,L437,"=IF(K437>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C437,'Report-7'!$A$5:$A636,$D437))",,831.043956,,formula_or_literal+cached_value
Report-9,B438,=B437+1,,433,,formula_or_literal+cached_value
Report-9,C438,PSF-306,,PSF-306,,formula_or_literal+cached_value
Report-9,D438,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E438,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a533550>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddbc0d0>,7.5,,formula_or_literal+cached_value
Report-9,F438,6.0,,6.0,,formula_or_literal+cached_value
Report-9,G438,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438)>0,COUNTIFS('Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438),""-"")",,2,,formula_or_literal+cached_value
Report-9,H438,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438),""-"")",,9466.666667,,formula_or_literal+cached_value
Report-9,I438,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438),""-"")",,56.8,,formula_or_literal+cached_value
Report-9,J438,"=IFERROR(H438*$F438/1000,""-"")",,56.8,,formula_or_literal+cached_value
Report-9,K438,"=IFERROR(H438*$E438/3600,""-"")",,19.72222222,,formula_or_literal+cached_value
Report-9,L438,"=IF(K438>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C438,'Report-7'!$A$5:$A636,$D438))",,1183.333333,,formula_or_literal+cached_value
Report-9,B439,=B438+1,,434,,formula_or_literal+cached_value
Report-9,C439,PSF-567,,PSF-567,,formula_or_literal+cached_value
Report-9,D439,PP,,PP,,formula_or_literal+cached_value
Report-9,E439,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a533ad0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2ddbdbd0>,67.5,,formula_or_literal+cached_value
Report-9,F439,159.5,,159.5,,formula_or_literal+cached_value
Report-9,G439,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439)>0,COUNTIFS('Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439),""-"")",,2,,formula_or_literal+cached_value
Report-9,H439,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439),""-"")",,258,,formula_or_literal+cached_value
Report-9,I439,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439),""-"")",,41.151,,formula_or_literal+cached_value
Report-9,J439,"=IFERROR(H439*$F439/1000,""-"")",,41.151,,formula_or_literal+cached_value
Report-9,K439,"=IFERROR(H439*$E439/3600,""-"")",,4.8375,,formula_or_literal+cached_value
Report-9,L439,"=IF(K439>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C439,'Report-7'!$A$5:$A636,$D439))",,290.25,,formula_or_literal+cached_value
Report-9,B440,=B439+1,,435,,formula_or_literal+cached_value
Report-9,C440,PSF-654,,PSF-654,,formula_or_literal+cached_value
Report-9,D440,PBT,,PBT,,formula_or_literal+cached_value
Report-9,E440,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd3a248050>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efd2dda2410>,120,,formula_or_literal+cached_value
Report-9,F440,339.0,,339.0,,formula_or_literal+cached_value
Report-9,G440,"=IF(COUNTIFS('Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440)>0,COUNTIFS('Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440),""-"")",,2,,formula_or_literal+cached_value
Report-9,H440,"=IF(SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440)>0,SUMIFS('Report-7'!$J$5:$J636,'Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440),""-"")",,273,,formula_or_literal+cached_value
Report-9,I440,"=IF(SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440)>0,SUMIFS('Report-7'!$K$5:$K636,'Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440),""-"")",,92.547,,formula_or_literal+cached_value
Report-9,J440,"=IFERROR(H440*$F440/1000,""-"")",,92.547,,formula_or_literal+cached_value
Report-9,K440,"=IFERROR(H440*$E440/3600,""-"")",,9.1,,formula_or_literal+cached_value
Report-9,L440,"=IF(K440>0,SUMIFS('Report-7'!$U$5:$U636,'Report-7'!$D$5:$D636,$C440,'Report-7'!$A$5:$A636,$D440))",,546,,formula_or_literal+cached_value
Report-9,B441,=B440+1,,436,,formula_or_literal+cached_value
Report-9,C441,PSF-8,,PSF-8,,formula_or_literal+cached_value
Report-9,D441,PBT,,PBT,,formula_or_literal+cached_value
